_id,企业名称,企业简介,企业规模,在招职位,监理处理率,融资情况,行业,面试评价
5ec6a1a49812b424e27f271d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1ab9812b424e27f271e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1ab9812b424e27f271f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1ab9812b424e27f2720,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1ab9812b424e27f2721,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1ab9812b424e27f2722,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1ab9812b424e27f2723,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1ab9812b424e27f2724,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1ab9812b424e27f2725,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1ac9812b424e27f2726,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1ac9812b424e27f2727,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1ac9812b424e27f2728,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1ac9812b424e27f2729,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1ac9812b424e27f272a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1ac9812b424e27f272b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1ac9812b424e27f272c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1ad9812b424e27f272d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1b49812b424e27f272e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1b49812b424e27f272f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1b49812b424e27f2730,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1b49812b424e27f2731,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1b49812b424e27f2732,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1b49812b424e27f2733,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1b59812b424e27f2734,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1b59812b424e27f2735,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1b59812b424e27f2736,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1b59812b424e27f2737,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1b59812b424e27f2738,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1b59812b424e27f2739,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1b59812b424e27f273a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1b59812b424e27f273b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1b69812b424e27f273c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1b69812b424e27f273d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1bf9812b424e27f273e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1bf9812b424e27f273f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1bf9812b424e27f2740,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1bf9812b424e27f2741,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1c09812b424e27f2742,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1c09812b424e27f2743,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1c09812b424e27f2744,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1c09812b424e27f2745,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1c09812b424e27f2746,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1c09812b424e27f2747,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1c09812b424e27f2748,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1c09812b424e27f2749,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1c19812b424e27f274a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1c19812b424e27f274b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1c19812b424e27f274c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1c19812b424e27f274d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1c79812b424e27f274e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1c79812b424e27f274f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1c79812b424e27f2750,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1c89812b424e27f2751,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1c89812b424e27f2752,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1c89812b424e27f2753,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1c89812b424e27f2754,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1c89812b424e27f2755,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1c89812b424e27f2756,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1c89812b424e27f2757,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1c99812b424e27f2758,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1c99812b424e27f2759,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1c99812b424e27f275a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1c99812b424e27f275b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1c99812b424e27f275c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1c99812b424e27f275d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1d39812b424e27f275e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1d49812b424e27f275f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1d49812b424e27f2760,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1d49812b424e27f2761,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1d49812b424e27f2762,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1d49812b424e27f2763,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1d49812b424e27f2764,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1d49812b424e27f2765,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1d49812b424e27f2766,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1d59812b424e27f2767,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1d59812b424e27f2768,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1d59812b424e27f2769,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1d59812b424e27f276a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1d59812b424e27f276b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1d59812b424e27f276c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1d59812b424e27f276d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1dc9812b424e27f276e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1dc9812b424e27f276f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1dc9812b424e27f2770,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1dc9812b424e27f2771,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1dc9812b424e27f2772,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1dc9812b424e27f2773,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1dc9812b424e27f2774,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1dd9812b424e27f2775,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1dd9812b424e27f2776,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1dd9812b424e27f2777,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1dd9812b424e27f2778,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1dd9812b424e27f2779,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1dd9812b424e27f277a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1dd9812b424e27f277b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1dd9812b424e27f277c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1de9812b424e27f277d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1e79812b424e27f277e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1e79812b424e27f277f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1e79812b424e27f2780,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1e79812b424e27f2781,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1e79812b424e27f2782,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1e79812b424e27f2783,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1e89812b424e27f2784,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1e89812b424e27f2785,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1e89812b424e27f2786,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1e89812b424e27f2787,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1e89812b424e27f2788,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1e89812b424e27f2789,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1e89812b424e27f278a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1e99812b424e27f278b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1e99812b424e27f278c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1e99812b424e27f278d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1f39812b424e27f278e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1f39812b424e27f278f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1f39812b424e27f2790,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1f39812b424e27f2791,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1f49812b424e27f2792,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1f49812b424e27f2793,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1f49812b424e27f2794,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1f49812b424e27f2795,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1f49812b424e27f2796,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1f49812b424e27f2797,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a1f49812b424e27f2798,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a1f49812b424e27f2799,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a1f59812b424e27f279a,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a1f59812b424e27f279b,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a1f59812b424e27f279c,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a1f59812b424e27f279d,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a1fe9812b424e27f279e,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a1fe9812b424e27f279f,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a1ff9812b424e27f27a0,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a1ff9812b424e27f27a1,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a1ff9812b424e27f27a2,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a1ff9812b424e27f27a3,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a1ff9812b424e27f27a4,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a1ff9812b424e27f27a5,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a1ff9812b424e27f27a6,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a1ff9812b424e27f27a7,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a2009812b424e27f27a8,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a2009812b424e27f27a9,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a2009812b424e27f27aa,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a2009812b424e27f27ab,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a2009812b424e27f27ac,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a2009812b424e27f27ad,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
5ec6a2079812b424e27f27ae,云徙科技,云徙，国内领先的数字商业云服务提供商！,500-2000人,49,71,B轮,"数据服务,移动互联网",34
5ec6a2089812b424e27f27af,创邻科技,We connect the dots!,15-50人,13,100,A轮,"企业服务,数据服务",33
5ec6a2089812b424e27f27b0,北京子博创意设计有限公司,超棒的工作氛围，有趣又有才的同事，快速成长的空间,少于15人,1,98,不需要融资,"企业服务,广告营销",20
5ec6a2089812b424e27f27b1,琥珀亲子,中国亲子关系改善解决方案商,50-150人,14,100,不需要融资,"消费生活,文娱丨内容",20
5ec6a2089812b424e27f27b2,问卷网@爱调研,国内领先的数字化解决方案提供商，集专业调研、数据洞察、全流程客户体验管理和精准营销于一身,150-500人,41,100,C轮,移动互联网,25
5ec6a2089812b424e27f27b3,么么直播,在最IN的城市，玩转当下最火爆的社交APP！,50-150人,17,100,不需要融资,"移动互联网,社交",78
5ec6a2089812b424e27f27b4,企迈云商,基于小程序生态的新零售服务商,150-500人,22,100,A轮,"移动互联网,电商",4
5ec6a2089812b424e27f27b5,畅想东方,畅想东方是一家创意型多元化视觉传播公司，立志在游戏、动漫、展会等娱乐和时尚前沿行业辈出精品。,15-50人,5,100,未融资,文娱丨内容,34
5ec6a2089812b424e27f27b6,WiFi钥匙,总有WiFi在身边,50-150人,0,100,A轮,移动互联网,14
5ec6a2099812b424e27f27b7,小鸡叫叫,叫叫阅读学院 ― 3-8岁儿童在线大语文课程,500-2000人,71,100,B轮,"移动互联网,文娱丨内容",76
5ec6a2099812b424e27f27b8,广州游爱,广州游爱是一家集游戏研发与发行于一体的手游公司，公司专注手游研发，倾力打造高端精品手游。,500-2000人,33,36,上市公司,"移动互联网,游戏",26
5ec6a2099812b424e27f27b9,小影APP,在小影 时光更精彩,150-500人,37,13,B轮,"移动互联网,文娱丨内容",10
5ec6a2099812b424e27f27ba,上海你我贷互联网金融信息服务,知名大型互联网金融公司,500-2000人,30,48,上市公司,金融,33
5ec6a2099812b424e27f27bb,Makeblock童心制物,帮助人们在物理世界中创造，培养创新的土壤，并为更好的教育尽一份力。,500-2000人,13,34,C轮,教育,20
5ec6a2099812b424e27f27bc,乐唯科技,发展空间大，氛围好，双薪，五险一金,50-150人,15,100,不需要融资,移动互联网,106
5ec6a2099812b424e27f27bd,斯干,做年轻一代兴趣社交社区,150-500人,22,100,B轮,"移动互联网,文娱丨内容",103
